FID;fid_;E;N;ADA_ID;VELOCITY;X;Y;SATELLITE;GEOMETRY;TRACK;FRAME;INIT_DATE;FINAL_DATE;PIXEL_SIZE;SOFTWARE;PAPERS;COHERENCE;Lon_ETRS89;Lat_ETRS89;MEAN_VLOS;Lon_WGS84;Lat_WGS84;PS_ID;DESC_UNIT;GeoUnif;Masas_subt;aguas_supf;emb_aux;red_trans;Moves;SubsEsp;QAFI_trace;QAFI_vecto;CODE_18;pendientes;Subsidence;Proceso
906;920;620132,506505000055768;4169473,156620000023395;30;-4,092000000000000;-1,637920000000000;37,664580000000001;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620132,506505000055768;4169473,156620000023395;-4,092000000000000;-1,638000000000000;37,664580000000001;S1_DESC_SPA_MURC_20150227_20210607_-1.638_37.66458;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;1; ; ;1;1;212;0,501880000000000;4;Sub_Agua
907;921;620178,362739000003785;4171415,927130000200123;30;-1,409700000000000;-1,637080000000000;37,682079999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620178,362739000003785;4171415,927130000200123;-1,409700000000000;-1,637000000000000;37,682079999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.637_37.68208;Abanicos aluviales de 5ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,544940000000000;4;Sub_Agua
908;922;620179,702068999991752;4171323,835250000003725;30;-1,545900000000000;-1,637080000000000;37,681249999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620179,702068999991752;4171323,835250000003725;-1,545900000000000;-1,637000000000000;37,681249999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.637_37.68125;Abanicos aluviales de 5ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,086450000000000;4;Sub_Agua
909;923;620194,497556000016630;4170306,387180000077933;30;-3,808900000000000;-1,637080000000000;37,672080000000001;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620194,497556000016630;4170306,387180000077933;-3,808900000000000;-1,637000000000000;37,672080000000001;S1_DESC_SPA_MURC_20150227_20210607_-1.637_37.67208;Terraza media;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,552530000000000;4;Sub_Agua
910;924;620198,530687000020407;4170029,002470000181347;30;-3,723400000000000;-1,637080000000000;37,669580000000003;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620198,530687000020407;4170029,002470000181347;-3,723400000000000;-1,637000000000000;37,669580000000003;S1_DESC_SPA_MURC_20150227_20210607_-1.637_37.66958; ; ;1; ; ;0; ; ;1;1;321;3,078530000000000;4;Sub_Agua
911;925;620213,306115000043064;4169012,665839999914169;30;-3,623300000000000;-1,637080000000000;37,660420000000002;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620213,306115000043064;4169012,665839999914169;-3,623300000000000;-1,637000000000000;37,660420000000002;S1_DESC_SPA_MURC_20150227_20210607_-1.637_37.66042;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,921660000000000;4;Sub_Agua
912;926;620252,893421999993734;4171324,900009999983013;30;-1,466100000000000;-1,636250000000000;37,681249999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620252,893421999993734;4171324,900009999983013;-1,466100000000000;-1,636000000000000;37,681249999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.636_37.68125;Abanicos aluviales de 5ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,762100000000000;4;Sub_Agua
913;927;620316,109816999989562;4166978,842389999888837;35;-2,639300000000000;-1,636250000000000;37,642080000000000;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620316,109816999989562;4166978,842389999888837;-2,639300000000000;-1,636000000000000;37,642080000000000;S1_DESC_SPA_MURC_20150227_20210607_-1.636_37.64208;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,699640000000000;4;Sub_Agua
914;928;620316,109816999989562;4166978,842389999888837;35;-2,548100000000000;-1,636250000000000;37,642080000000000;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620316,109816999989562;4166978,842389999888837;-2,548100000000000;-1,636000000000000;37,642080000000000;S1_DESC_SPA_MURC_20150227_20210607_-1.636_37.64208;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,699640000000000;4;Sub_Agua
915;929;620346,276924000005238;4169939,040709999855608;30;-4,018100000000000;-1,635420000000000;37,668750000000003;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620346,276924000005238;4169939,040709999855608;-4,018100000000000;-1,635000000000000;37,668750000000003;S1_DESC_SPA_MURC_20150227_20210607_-1.635_37.66875;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,610210000000000;4;Sub_Agua
916;930;620531,283582999953069;4167352,636770000215620;35;-2,781700000000000;-1,633750000000000;37,645420000000001;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620531,283582999953069;4167352,636770000215620;-2,781700000000000;-1,634000000000000;37,645420000000001;S1_DESC_SPA_MURC_20150227_20210607_-1.634_37.64542;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;1; ; ;1;1;212;0,429050000000000;4;Sub_Agua
917;931;620607,121736999950372;4172254,507819999940693;30;-1,058700000000000;-1,632080000000000;37,689579999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620607,121736999950372;4172254,507819999940693;-1,058700000000000;-1,632000000000000;37,689579999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.632_37.68958;Abanicos aluviales de 5ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,656330000000000;4;Sub_Agua
918;932;620613,860055000055581;4171792,938180000055581;30;-1,196800000000000;-1,632080000000000;37,685420000000001;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620613,860055000055581;4171792,938180000055581;-1,196800000000000;-1,632000000000000;37,685420000000001;S1_DESC_SPA_MURC_20150227_20210607_-1.632_37.68542;Abanicos aluviales de 5ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,815560000000000;4;Sub_Agua
919;933;620620,613930999999866;4171330,259310000110418;30;-1,704700000000000;-1,632080000000000;37,681249999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620620,613930999999866;4171330,259310000110418;-1,704700000000000;-1,632000000000000;37,681249999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.632_37.68125;Abanicos aluviales de 5ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,375390000000000;4;Sub_Agua
920;934;620623,318541000015102;4171144,965950000099838;30;-2,060300000000000;-1,632080000000000;37,679580000000001;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620623,318541000015102;4171144,965950000099838;-2,060300000000000;-1,632000000000000;37,679580000000001;S1_DESC_SPA_MURC_20150227_20210607_-1.632_37.67958;Abanicos aluviales de 5ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,462870000000000;4;Sub_Agua
921;935;620681,321426999988034;4167169,492010000161827;35;-2,388000000000000;-1,632080000000000;37,643749999999997;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620681,321426999988034;4167169,492010000161827;-2,388000000000000;-1,632000000000000;37,643749999999997;S1_DESC_SPA_MURC_20150227_20210607_-1.632_37.64375;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,208020000000000;4;Sub_Agua
922;936;620712,714523999951780;4170036,494409999810159;30;-3,629600000000000;-1,631250000000000;37,669580000000003;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620712,714523999951780;4170036,494409999810159;-3,629600000000000;-1,631000000000000;37,669580000000003;S1_DESC_SPA_MURC_20150227_20210607_-1.631_37.66958;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,448050000000000;4;Sub_Agua
923;937;620908,854893999989145;4171704,028280000202358;30;-1,231400000000000;-1,628750000000000;37,684579999999997;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620908,854893999989145;4171704,028280000202358;-1,231400000000000;-1,629000000000000;37,684579999999997;S1_DESC_SPA_MURC_20150227_20210607_-1.629_37.68458;Abanicos aluviales de 5ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,518340000000000;4;Sub_Agua
924;938;620918,320001999964006;4171057,165440000128001;30;-2,482000000000000;-1,628750000000000;37,678750000000001;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620918,320001999964006;4171057,165440000128001;-2,482000000000000;-1,629000000000000;37,678750000000001;S1_DESC_SPA_MURC_20150227_20210607_-1.629_37.67875;Terraza media;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,194500000000000;4;Sub_Agua
925;939;620919,667419999954291;4170965,073520000092685;30;-2,467000000000000;-1,628750000000000;37,677920000000000;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620919,667419999954291;4170965,073520000092685;-2,467000000000000;-1,629000000000000;37,677920000000000;S1_DESC_SPA_MURC_20150227_20210607_-1.629_37.67792;Terraza media;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,406050000000000;4;Sub_Agua
926;940;620980,678352999966592;4171798,301150000188500;30;-1,113700000000000;-1,627920000000000;37,685420000000001;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620980,678352999966592;4171798,301150000188500;-1,113700000000000;-1,628000000000000;37,685420000000001;S1_DESC_SPA_MURC_20150227_20210607_-1.628_37.68542;Abanicos aluviales de 5ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,459450000000000;4;Sub_Agua
927;941;620983,391449999995530;4171613,007569999899715;30;-1,271900000000000;-1,627920000000000;37,683750000000003;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620983,391449999995530;4171613,007569999899715;-1,271900000000000;-1,628000000000000;37,683750000000003;S1_DESC_SPA_MURC_20150227_20210607_-1.628_37.68375;Abanicos aluviales de 5ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,328710000000000;4;Sub_Agua
928;942;620996,922902000020258;4170688,759519999846816;30;-2,736700000000000;-1,627920000000000;37,675420000000003;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;620996,922902000020258;4170688,759519999846816;-2,736700000000000;-1,628000000000000;37,675420000000003;S1_DESC_SPA_MURC_20150227_20210607_-1.628_37.67542;Terraza media;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,607370000000000;4;Sub_Agua
929;943;621015,875616000033915;4169393,926690000109375;30;-3,964200000000000;-1,627920000000000;37,663750000000000;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;621015,875616000033915;4169393,926690000109375;-3,964200000000000;-1,628000000000000;37,663750000000000;S1_DESC_SPA_MURC_20150227_20210607_-1.628_37.66375;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;1; ; ;1;1;212;0,255190000000000;4;Sub_Agua
930;944;621049,333882999955676;4172168,863820000085980;30;-1,134400000000000;-1,627080000000000;37,688749999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;621049,333882999955676;4172168,863820000085980;-1,134400000000000;-1,627000000000000;37,688749999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.627_37.68875;Abanicos aluviales de 5ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,328880000000000;4;Sub_Agua
931;945;621054,747452000039630;4171799,386030000168830;30;-0,987300000000000;-1,627080000000000;37,685420000000001;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;621054,747452000039630;4171799,386030000168830;-0,987300000000000;-1,627000000000000;37,685420000000001;S1_DESC_SPA_MURC_20150227_20210607_-1.627_37.68542;Abanicos aluviales de 5ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,583840000000000;4;Sub_Agua
932;946;621054,747452000039630;4171799,386030000168830;30;-1,136400000000000;-1,627080000000000;37,685420000000001;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;621054,747452000039630;4171799,386030000168830;-1,136400000000000;-1,627000000000000;37,685420000000001;S1_DESC_SPA_MURC_20150227_20210607_-1.627_37.68542;Abanicos aluviales de 5ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,583840000000000;4;Sub_Agua
933;947;621066,938673999975435;4170967,229569999966770;30;-2,286500000000000;-1,627080000000000;37,677920000000000;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;621066,938673999975435;4170967,229569999966770;-2,286500000000000;-1,627000000000000;37,677920000000000;S1_DESC_SPA_MURC_20150227_20210607_-1.627_37.67792;Terraza media;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,270630000000000;4;Sub_Agua
934;948;621275,191238999948837;4171802,618780000135303;30;-1,052800000000000;-1,624580000000000;37,685420000000001;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;621275,191238999948837;4171802,618780000135303;-1,052800000000000;-1,625000000000000;37,685420000000001;S1_DESC_SPA_MURC_20150227_20210607_-1.625_37.68542;Abanicos aluviales de 5ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,284400000000000;4;Sub_Agua
935;949;621310,474227000027895;4169398,243470000103116;30;-3,475400000000000;-1,624580000000000;37,663750000000000;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;621310,474227000027895;4169398,243470000103116;-3,475400000000000;-1,625000000000000;37,663750000000000;S1_DESC_SPA_MURC_20150227_20210607_-1.625_37.66375;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;1; ; ;1;1;212;1,151300000000000;4;Sub_Agua
936;950;621364,672535000019707;4170694,151240000035614;30;-2,891000000000000;-1,623750000000000;37,675420000000003;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;621364,672535000019707;4170694,151240000035614;-2,891000000000000;-1,624000000000000;37,675420000000003;S1_DESC_SPA_MURC_20150227_20210607_-1.624_37.67542;Terraza media;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;3,001840000000000;4;Sub_Agua
937;951;621367,393262000055984;4170508,857880000025034;30;-2,977800000000000;-1,623750000000000;37,673749999999998;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;621367,393262000055984;4170508,857880000025034;-2,977800000000000;-1,624000000000000;37,673749999999998;S1_DESC_SPA_MURC_20150227_20210607_-1.624_37.67375;Llanura de inundación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;5,166460000000000;4;Sub_Agua
938;952;621383,682879999978468;4169399,317830000072718;30;-3,380400000000000;-1,623750000000000;37,663750000000000;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;621383,682879999978468;4169399,317830000072718;-3,380400000000000;-1,624000000000000;37,663750000000000;S1_DESC_SPA_MURC_20150227_20210607_-1.624_37.66375;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;1; ; ;1;1;212;0,596580000000000;4;Sub_Agua
939;953;621433,794127000030130;4170972,611750000156462;30;-2,374000000000000;-1,622920000000000;37,677920000000000;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;621433,794127000030130;4170972,611750000156462;-2,374000000000000;-1,623000000000000;37,677920000000000;S1_DESC_SPA_MURC_20150227_20210607_-1.623_37.67792;Canal fluvial abandonado;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;4,700280000000000;4;Sub_Agua
940;954;621436,516651000012644;4170787,318299999926239;30;-2,737800000000000;-1,622920000000000;37,676250000000003;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;621436,516651000012644;4170787,318299999926239;-2,737800000000000;-1,623000000000000;37,676250000000003;S1_DESC_SPA_MURC_20150227_20210607_-1.623_37.67625;Terraza media;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;4,892810000000000;4;Sub_Agua
941;955;621530,982238000025973;4169401,481459999922663;30;-3,099600000000000;-1,622080000000000;37,663750000000000;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;621530,982238000025973;4169401,481459999922663;-3,099600000000000;-1,622000000000000;37,663750000000000;S1_DESC_SPA_MURC_20150227_20210607_-1.622_37.66375;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;1; ; ;1;1;212;0,296010000000000;4;Sub_Agua
942;956;621648,821307000005618;4171345,331679999828339;30;-1,993800000000000;-1,620420000000000;37,681249999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;621648,821307000005618;4171345,331679999828339;-1,993800000000000;-1,620000000000000;37,681249999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.62_37.68125;Terraza baja;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;3,695650000000000;4;Sub_Agua
943;958;621771,551693000015803;4173011,817189999856055;36;-0,966000000000000;-1,618750000000000;37,696249999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;621771,551693000015803;4173011,817189999856055;-0,966000000000000;-1,619000000000000;37,696249999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.619_37.69625;Abanicos aluviales de 6ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,807960000000000;4;Sub_Agua
944;959;621913,332472000038251;4173383,468150000087917;36;-0,904500000000000;-1,617080000000000;37,699579999999997;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;621913,332472000038251;4173383,468150000087917;-0,904500000000000;-1,617000000000000;37,699579999999997;S1_DESC_SPA_MURC_20150227_20210607_-1.617_37.69958;Abanicos aluviales de 6ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,569340000000000;4;Sub_Agua
945;960;621914,692006999976002;4173291,375810000114143;36;-0,881400000000000;-1,617080000000000;37,698749999999997;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;621914,692006999976002;4173291,375810000114143;-0,881400000000000;-1,617000000000000;37,698749999999997;S1_DESC_SPA_MURC_20150227_20210607_-1.617_37.69875;Abanicos aluviales de 6ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,956830000000000;4;Sub_Agua
946;961;621985,129187999991700;4173477,750630000140518;36;-0,896500000000000;-1,616250000000000;37,700420000000001;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;621985,129187999991700;4173477,750630000140518;-0,896500000000000;-1,616000000000000;37,700420000000001;S1_DESC_SPA_MURC_20150227_20210607_-1.616_37.70042;Abanicos aluviales de 5ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,915430000000000;4;Sub_Agua
947;962;621989,226632999954745;4173200,364039999898523;36;-0,867600000000000;-1,616250000000000;37,697920000000003;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;621989,226632999954745;4173200,364039999898523;-0,867600000000000;-1,616000000000000;37,697920000000003;S1_DESC_SPA_MURC_20150227_20210607_-1.616_37.69792;Abanicos aluviales de 6ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,075720000000000;4;Sub_Agua
948;963;622055,579386000055820;4173663,016629999969155;36;-0,907500000000000;-1,615420000000000;37,702080000000002;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;622055,579386000055820;4173663,016629999969155;-0,907500000000000;-1,615000000000000;37,702080000000002;S1_DESC_SPA_MURC_20150227_20210607_-1.615_37.70208;Depósitos de rambla;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;2,497910000000000;4;Sub_Agua
949;964;622058,301851000054739;4173478,831859999801964;36;-1,089700000000000;-1,615420000000000;37,700420000000001;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;622058,301851000054739;4173478,831859999801964;-1,089700000000000;-1,615000000000000;37,700420000000001;S1_DESC_SPA_MURC_20150227_20210607_-1.615_37.70042;Abanicos aluviales de 5ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,671480000000000;4;Sub_Agua
950;965;622059,679445000016131;4173385,629949999973178;36;-0,952100000000000;-1,615420000000000;37,699579999999997;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;622059,679445000016131;4173385,629949999973178;-0,952100000000000;-1,615000000000000;37,699579999999997;S1_DESC_SPA_MURC_20150227_20210607_-1.615_37.69958;Abanicos aluviales de 6ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,371730000000000;4;Sub_Agua
951;966;622129,632001999998465;4173664,111570000182837;36;-0,969200000000000;-1,614580000000000;37,702080000000002;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;622129,632001999998465;4173664,111570000182837;-0,969200000000000;-1,615000000000000;37,702080000000002;S1_DESC_SPA_MURC_20150227_20210607_-1.615_37.70208;Abanicos aluviales de 5ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;2,802980000000000;4;Sub_Agua
952;967;622167,907905000029132;4171075,543109999969602;30;-2,352300000000000;-1,614580000000000;37,678750000000001;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;622167,907905000029132;4171075,543109999969602;-2,352300000000000;-1,615000000000000;37,678750000000001;S1_DESC_SPA_MURC_20150227_20210607_-1.615_37.67875;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,462430000000000;4;Sub_Agua
953;968;622238,361073000007309;4171261,919139999896288;30;-2,150000000000000;-1,613750000000000;37,680419999999998;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;622238,361073000007309;4171261,919139999896288;-2,150000000000000;-1,614000000000000;37,680419999999998;S1_DESC_SPA_MURC_20150227_20210607_-1.614_37.68042;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,144590000000000;4;Sub_Agua
954;969;622332,078299000044353;4169876,074260000139475;37;-3,140700000000000;-1,612920000000000;37,667920000000002;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;622332,078299000044353;4169876,074260000139475;-3,140700000000000;-1,613000000000000;37,667920000000002;S1_DESC_SPA_MURC_20150227_20210607_-1.613_37.66792;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,977270000000000;4;Sub_Agua
955;970;622337,561556000029668;4169505,487600000109524;37;-2,381900000000000;-1,612920000000000;37,664580000000001;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;622337,561556000029668;4169505,487600000109524;-2,381900000000000;-1,613000000000000;37,664580000000001;S1_DESC_SPA_MURC_20150227_20210607_-1.613_37.66458;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,595200000000000;4;Sub_Agua
956;971;622341,665518000023440;4169228,102500000037253;37;-1,798800000000000;-1,612920000000000;37,662080000000003;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;622341,665518000023440;4169228,102500000037253;-1,798800000000000;-1,613000000000000;37,662080000000003;S1_DESC_SPA_MURC_20150227_20210607_-1.613_37.66208;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;1; ; ;1;1;212;0,440210000000000;4;Sub_Agua
957;972;622410,271689999965020;4169599,785560000222176;37;-2,395700000000000;-1,612080000000000;37,665419999999997;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;622410,271689999965020;4169599,785560000222176;-2,395700000000000;-1,612000000000000;37,665419999999997;S1_DESC_SPA_MURC_20150227_20210607_-1.612_37.66542;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,529480000000000;4;Sub_Agua
958;973;622456,090556000010110;4171449,367389999795705;30;-1,859600000000000;-1,611250000000000;37,682079999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;622456,090556000010110;4171449,367389999795705;-1,859600000000000;-1,611000000000000;37,682079999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.611_37.68208;Canal fluvial abandonado;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;7,948540000000000;4;Sub_Agua
959;974;622529,281294999993406;4171450,452339999843389;30;-2,117300000000000;-1,610420000000000;37,682079999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;622529,281294999993406;4171450,452339999843389;-2,117300000000000;-1,610000000000000;37,682079999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.61_37.68208;Canal fluvial abandonado;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;9,102390000000000;4;Sub_Agua
960;975;622569,038033999968320;4173763,844800000078976;36;-0,792000000000000;-1,609580000000000;37,702919999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;622569,038033999968320;4173763,844800000078976;-0,792000000000000;-1,610000000000000;37,702919999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.61_37.70292;Abanicos aluviales de 5ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;2,589310000000000;4;Sub_Agua
961;976;622575,905793000012636;4173301,163519999943674;36;-1,111500000000000;-1,609580000000000;37,698749999999997;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;622575,905793000012636;4173301,163519999943674;-1,111500000000000;-1,610000000000000;37,698749999999997;S1_DESC_SPA_MURC_20150227_20210607_-1.61_37.69875;Abanicos aluviales de 6ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,180860000000000;4;Sub_Agua
962;977;622718,132315000053495;4173580,723900000099093;36;-1,023100000000000;-1,607920000000000;37,701250000000002;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;622718,132315000053495;4173580,723900000099093;-1,023100000000000;-1,608000000000000;37,701250000000002;S1_DESC_SPA_MURC_20150227_20210607_-1.608_37.70125;Abanicos aluviales de 6ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;2,008480000000000;4;Sub_Agua
963;978;622786,691363999969326;4173951,304279999807477;36;-0,522500000000000;-1,607080000000000;37,704580000000000;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;622786,691363999969326;4173951,304279999807477;-0,522500000000000;-1,607000000000000;37,704580000000000;S1_DESC_SPA_MURC_20150227_20210607_-1.607_37.70458;Abanicos aluviales de 5ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;112;2,105230000000000;4;Sub_Agua
964;979;622794,941135999979451;4173396,530300000216812;36;-1,333900000000000;-1,607080000000000;37,699579999999997;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;622794,941135999979451;4173396,530300000216812;-1,333900000000000;-1,607000000000000;37,699579999999997;S1_DESC_SPA_MURC_20150227_20210607_-1.607_37.69958;Abanicos aluviales de 6ª generación;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,622740000000000;4;Sub_Agua
